IdVenta,FechaVenta,CantidadVenta,MontoVenta,Descuento,MontoFinalVenta,fk_producto,fk_cliente,fk_sucursal
454,30/12/2022,9.2,0.38,64.84,0.13,93,105,81
455,03/11/2022,39.01,2.85,98.73,0.04,65,732,101
456,04/11/2022,45.5,56.25,90.94,5.1,99,688,89
457,08/11/2022,67.7,34.09,20.93,26.95,48,188,67
458,13/01/2023,36.46,67.57,28.7,48.18,72,120,74
459,08/01/2023,17.51,60.52,10.48,54.18,57,985,13
460,10/11/2022,93.47,84.15,9.21,76.4,32,268,54
461,06/01/2023,28.86,52.6,34.13,34.65,97,466,12
462,02/01/2023,95.81,92.78,34.1,61.14,14,722,35
463,03/12/2022,92.41,49.25,57.05,21.15,58,946,103
464,01/01/2023,60.69,80.66,78.4,17.42,84,320,51
465,08/11/2022,6.99,93.75,41.57,54.78,63,255,36
466,14/01/2023,5.56,93.61,70.32,27.78,30,726,65
467,17/12/2022,40.52,73.64,12.87,64.16,99,723,17
468,23/12/2022,76.26,20.69,20.98,16.35,12,949,34
469,04/12/2022,70.57,72.07,56.49,31.36,28,83,13
470,05/01/2023,32.73,46.67,80.79,8.97,32,702,6
471,09/01/2023,72.01,80.85,4.01,77.61,14,954,96
472,19/12/2022,87.97,40.74,81.77,7.43,4,328,67
473,30/10/2022,93.23,98.01,17.63,80.73,63,421,40
474,14/11/2022,84.57,62.0,58.41,25.79,23,518,44
475,19/11/2022,64.02,44.12,49.57,22.25,70,963,3
476,02/12/2022,22.63,92.08,40.89,54.43,4,740,89
477,16/12/2022,71.92,31.12,51.66,15.04,40,82,18
478,26/10/2022,91.3,77.73,11.51,68.78,1,717,79
479,24/12/2022,34.89,57.14,93.82,3.53,16,153,48
480,09/11/2022,2.13,2.06,48.73,1.06,93,296,98
481,31/12/2022,8.02,58.74,99.68,0.19,17,180,56
482,09/01/2023,33.38,79.88,74.42,20.43,36,907,20
483,10/12/2022,78.31,3.2,55.67,1.42,28,434,65
484,15/01/2023,38.85,92.22,46.56,49.28,49,130,27
485,03/01/2023,90.46,28.49,47.15,15.06,10,656,80
486,16/11/2022,71.2,97.53,58.17,40.8,61,850,95
487,22/11/2022,25.12,21.49,96.13,0.83,45,453,90
488,15/01/2023,89.67,34.39,70.5,10.15,3,769,62
489,28/12/2022,84.88,73.05,79.99,14.62,61,479,98
490,24/11/2022,26.85,60.26,83.78,9.77,70,223,39
491,30/11/2022,62.25,73.18,23.63,55.89,83,385,94
492,28/12/2022,25.63,77.03,79.53,15.77,20,787,45
493,15/01/2023,93.8,11.61,93.1,0.8,43,282,71
494,11/01/2023,7.54,41.36,46.06,22.31,101,412,19
495,25/11/2022,11.82,10.08,92.01,0.81,66,507,96
496,03/12/2022,16.62,97.01,33.63,64.39,76,926,25
497,24/12/2022,9.46,53.37,69.82,16.11,65,279,36
498,19/11/2022,49.99,72.45,52.54,34.38,34,838,94
499,01/12/2022,29.04,61.81,8.74,56.41,9,449,92
500,04/12/2022,44.75,63.25,42.66,36.27,90,260,71
501,15/01/2023,73.46,65.82,65.76,22.54,9,63,18
502,14/01/2023,38.41,66.09,86.42,8.98,72,340,29
503,11/12/2022,80.69,53.7,4.79,51.13,58,746,2
504,26/12/2022,32.54,23.98,65.52,8.27,75,810,87
505,05/11/2022,11.27,62.64,70.6,18.42,64,310,28
506,13/12/2022,37.32,85.96,43.46,48.6,97,834,71
507,12/12/2022,16.63,31.11,4.01,29.86,65,308,53
508,13/11/2022,41.63,21.59,52.7,10.21,53,667,60
509,14/01/2023,66.55,25.99,37.17,16.33,63,42,62
510,22/11/2022,30.39,49.31,66.71,16.42,13,202,82
511,14/01/2023,37.55,23.17,44.82,12.79,39,662,69
512,08/01/2023,41.86,85.35,80.56,16.59,75,514,41
513,19/12/2022,42.24,79.38,84.85,12.03,13,787,21
514,24/10/2022,81.13,10.56,28.48,7.55,72,545,101
515,04/11/2022,51.37,56.34,35.65,36.25,50,260,85
516,09/12/2022,76.39,83.77,56.73,36.25,85,830,71
517,14/12/2022,34.0,30.04,13.59,25.96,29,32,35
518,12/12/2022,81.93,86.35,31.56,59.1,47,652,94
519,26/11/2022,29.78,82.61,48.83,42.27,53,971,24
520,13/01/2023,77.34,49.53,84.45,7.7,36,580,91
521,30/12/2022,31.26,23.19,1.06,22.94,56,514,43
522,28/10/2022,70.05,52.88,52.01,25.38,30,10,81
523,10/12/2022,46.45,29.52,99.97,0.01,24,71,21
524,21/12/2022,69.46,97.57,89.54,10.21,99,120,49
525,17/11/2022,37.77,67.21,12.13,59.06,29,375,25
526,24/12/2022,39.42,26.51,82.02,4.77,97,936,24
527,25/11/2022,87.83,15.38,16.52,12.84,59,633,61
528,31/10/2022,19.45,10.72,32.34,7.25,97,633,81
529,11/12/2022,96.77,33.46,64.76,11.79,5,602,86
530,11/01/2023,93.92,59.5,57.56,25.25,12,666,52
531,28/10/2022,5.7,94.57,98.57,1.35,93,633,42
532,06/12/2022,15.14,98.39,73.7,25.88,24,300,70
533,15/11/2022,77.55,19.95,63.88,7.21,66,984,81
534,04/11/2022,48.68,27.6,27.93,19.89,37,518,54
535,21/12/2022,48.07,85.59,35.61,55.11,33,769,3
536,12/12/2022,57.74,27.39,94.25,1.57,8,365,76
537,17/12/2022,74.81,75.63,90.16,7.44,78,827,71
538,25/11/2022,15.07,81.98,72.45,22.59,51,601,41
539,17/12/2022,95.19,57.19,73.46,15.18,84,370,40
540,29/10/2022,73.68,82.98,74.31,21.32,86,638,97
541,18/12/2022,98.72,54.18,32.37,36.64,40,466,91
542,16/12/2022,11.66,54.14,25.94,40.1,38,4,25
543,29/11/2022,68.8,15.86,36.56,10.06,99,653,94
544,24/12/2022,88.88,51.03,93.33,3.4,45,401,93
545,04/12/2022,84.17,81.56,78.31,17.69,25,271,82
546,29/10/2022,68.2,6.2,73.91,1.62,89,638,71
547,04/12/2022,96.09,89.27,17.81,73.37,90,663,46
548,12/11/2022,18.51,51.25,43.46,28.98,2,629,55
549,26/10/2022,92.58,97.45,1.49,96.0,43,392,74
550,21/11/2022,10.31,75.8,59.79,30.48,5,97,24
551,13/01/2023,16.29,95.89,17.89,78.74,40,996,32
552,14/11/2022,40.19,82.64,71.52,23.54,32,153,41
553,26/10/2022,26.7,52.9,13.35,45.84,39,483,73
554,26/12/2022,81.44,12.49,39.65,7.54,19,185,78
555,25/12/2022,17.02,17.41,28.48,12.45,19,118,6
556,07/12/2022,66.13,20.7,68.78,6.46,69,925,38
557,05/01/2023,65.23,4.46,67.61,1.44,14,81,32
558,13/01/2023,48.37,62.85,70.24,18.7,50,214,43
559,20/11/2022,43.84,92.57,11.12,82.28,11,936,15
560,15/11/2022,70.49,74.29,23.81,56.6,17,876,46
561,04/01/2023,67.21,59.44,85.76,8.46,72,902,2
562,09/11/2022,13.42,21.93,98.67,0.29,75,142,25
563,10/01/2023,10.69,38.64,88.04,4.62,45,128,30
564,15/01/2023,48.6,25.46,62.03,9.67,73,653,7
565,14/12/2022,16.82,11.3,40.16,6.76,103,655,102
566,08/12/2022,62.27,35.54,79.38,7.33,1,163,75
567,13/12/2022,6.26,72.13,58.11,30.22,10,160,68
568,09/01/2023,87.81,43.61,83.02,7.4,58,278,64
569,04/12/2022,43.53,90.43,74.32,23.22,57,292,32
570,10/01/2023,48.16,30.2,40.1,18.09,13,794,50
571,08/11/2022,82.55,35.35,7.56,32.68,50,103,92
572,05/11/2022,32.68,25.15,63.0,9.31,103,271,71
573,15/01/2023,10.25,40.01,53.84,18.47,31,60,88
574,05/01/2023,21.28,28.07,92.51,2.1,23,874,76
575,02/12/2022,60.17,18.76,15.48,15.86,20,991,56
576,09/01/2023,6.16,88.53,90.98,7.99,69,734,35
577,25/12/2022,14.93,65.49,27.07,47.76,9,644,67
578,19/12/2022,9.7,48.41,59.44,19.64,71,593,45
579,08/01/2023,30.74,82.56,78.2,18.0,9,446,80
580,30/11/2022,46.1,89.76,83.31,14.98,79,453,29
581,27/12/2022,91.32,90.35,35.14,58.6,72,764,13
582,13/01/2023,53.65,66.35,34.93,43.17,103,221,60
583,15/01/2023,57.29,46.62,59.38,18.94,32,923,34
584,05/12/2022,31.93,34.29,31.75,23.4,62,547,68
585,09/01/2023,50.62,30.81,83.56,5.07,67,226,27
586,27/11/2022,14.55,14.22,97.5,0.36,3,972,13
587,13/12/2022,2.38,10.45,79.05,2.19,37,711,22
588,20/11/2022,55.38,54.35,53.69,25.17,98,136,37
589,05/11/2022,56.09,66.05,21.8,51.65,52,450,46
590,03/12/2022,85.36,65.42,57.64,27.71,15,951,34
591,29/12/2022,99.68,15.84,2.37,15.46,80,391,37
592,09/12/2022,37.47,14.82,54.21,6.79,9,248,4
593,06/11/2022,33.8,20.37,9.88,18.36,22,643,8
594,18/12/2022,66.98,6.8,91.69,0.57,20,677,59
595,03/11/2022,90.64,38.0,48.16,19.7,50,374,67
596,27/11/2022,94.6,55.98,94.31,3.19,99,43,60
597,24/11/2022,5.12,12.83,85.24,1.89,95,596,62
598,02/11/2022,3.69,38.18,50.04,19.07,77,337,68
599,01/12/2022,34.99,58.99,1.86,57.89,53,728,42
600,08/01/2023,95.72,93.03,78.99,19.55,64,191,39
601,28/10/2022,78.36,34.25,75.33,8.45,98,220,76
602,30/11/2022,9.01,2.74,31.95,1.86,27,845,40
603,21/11/2022,43.72,25.7,95.02,1.28,20,166,100
604,31/12/2022,91.08,76.27,61.69,29.22,24,379,74
605,26/12/2022,63.85,26.99,80.71,5.21,42,588,85
606,15/11/2022,33.5,88.74,64.51,31.49,13,377,2
607,17/12/2022,15.01,1.3,22.5,1.01,3,607,2
608,08/12/2022,90.93,79.79,6.61,74.52,16,375,51
609,10/01/2023,50.68,8.91,33.2,5.95,45,941,103
610,25/11/2022,32.46,35.93,55.15,16.11,8,372,31
611,17/12/2022,19.99,55.23,78.37,11.95,74,674,14
612,16/01/2023,37.91,78.46,50.38,38.93,78,809,74
613,17/11/2022,41.73,28.81,85.13,4.28,101,968,9
614,28/10/2022,9.06,38.66,5.16,36.67,96,837,80
615,11/12/2022,94.52,76.15,70.25,22.65,59,855,26
616,29/12/2022,15.43,35.62,43.51,20.12,42,348,93
617,08/01/2023,34.77,63.19,52.17,30.22,2,337,62
618,31/10/2022,55.34,6.96,88.94,0.77,2,982,73
619,26/10/2022,81.66,61.05,4.04,58.58,12,128,61
620,30/12/2022,14.52,3.89,39.29,2.36,41,516,97
621,26/12/2022,26.73,53.14,44.5,29.49,30,512,19
622,30/10/2022,60.82,79.37,8.52,72.61,40,643,80
623,07/12/2022,35.44,75.37,35.57,48.56,98,18,37
624,06/01/2023,2.96,9.33,89.69,0.96,69,353,78
625,08/11/2022,3.8,66.05,0.85,65.49,61,637,11
626,19/12/2022,86.73,11.12,52.68,5.26,75,677,79
627,24/10/2022,75.64,24.77,17.27,20.49,7,731,48
628,03/11/2022,69.75,95.39,20.37,75.96,73,262,3
629,02/11/2022,79.59,99.1,40.4,59.06,29,947,38
630,28/11/2022,32.99,52.91,14.06,45.47,3,389,62
631,23/11/2022,85.93,26.07,6.17,24.46,25,921,25
632,28/11/2022,26.79,98.48,28.76,70.16,55,991,88
633,30/12/2022,36.07,66.55,65.82,22.75,49,167,1
634,01/11/2022,18.08,47.99,23.63,36.65,43,586,19
635,23/11/2022,38.57,73.23,30.89,50.61,73,958,40
636,04/01/2023,64.04,65.26,88.22,7.69,66,1000,33
637,19/12/2022,41.09,17.26,42.2,9.98,8,395,72
638,04/12/2022,83.19,36.52,66.42,12.26,103,144,26
639,25/10/2022,55.05,45.77,22.68,35.39,17,562,60
640,27/10/2022,76.86,73.92,93.72,4.64,51,807,59
641,04/11/2022,30.61,1.67,30.42,1.16,57,248,1
642,02/12/2022,29.32,97.34,17.72,80.09,89,875,44
643,28/10/2022,25.91,67.02,9.56,60.61,11,896,8
644,04/11/2022,28.33,15.05,83.96,2.41,12,171,70
645,12/11/2022,81.2,5.25,6.08,4.93,32,198,69
646,15/12/2022,21.09,92.09,40.47,54.82,40,710,88
647,16/12/2022,94.63,1.54,72.43,0.42,87,575,27
648,13/12/2022,13.32,2.48,92.04,0.2,102,747,8
649,19/11/2022,57.25,12.01,94.65,0.64,66,25,5
650,12/11/2022,80.74,19.87,81.51,3.67,52,975,12
651,04/12/2022,59.07,50.13,29.6,35.29,23,599,96
652,24/12/2022,68.28,9.9,11.04,8.81,38,562,33
653,04/12/2022,24.39,94.67,56.22,41.45,36,610,6
654,27/11/2022,12.93,14.7,78.86,3.11,3,402,5
655,28/10/2022,10.41,92.82,65.37,32.14,84,954,72
656,17/11/2022,91.35,8.06,48.43,4.16,15,859,64
657,26/12/2022,92.6,8.79,55.89,3.88,96,835,57
658,18/12/2022,93.38,94.4,34.97,61.39,19,468,51
659,14/11/2022,57.97,63.33,39.58,38.26,31,685,23
660,16/11/2022,64.24,54.46,89.3,5.83,90,88,50
661,11/12/2022,89.96,54.17,9.23,49.17,53,601,46
662,06/01/2023,74.83,41.9,84.38,6.54,69,778,24
663,10/12/2022,66.7,76.26,81.7,13.96,74,126,11
664,16/12/2022,91.7,69.99,25.54,52.11,45,954,91
665,16/11/2022,25.69,50.23,28.18,36.08,29,65,96
666,09/01/2023,17.93,59.67,65.24,20.74,91,647,8
667,02/12/2022,79.09,99.27,66.17,33.58,41,923,49
668,19/12/2022,62.26,48.84,41.48,28.58,100,872,79
669,30/11/2022,88.89,13.73,86.59,1.84,6,763,41
670,31/10/2022,21.25,67.8,43.69,38.18,7,987,24
671,11/11/2022,23.08,44.36,84.44,6.9,4,380,46
672,15/12/2022,25.69,71.51,45.2,39.19,92,275,82
673,22/11/2022,78.87,20.73,12.17,18.21,97,875,15
674,19/11/2022,8.8,73.86,64.77,26.02,93,947,3
675,15/12/2022,97.92,98.25,58.31,40.96,56,501,56
676,10/01/2023,66.53,57.15,59.27,23.28,38,263,80
677,04/12/2022,53.11,5.75,99.45,0.03,47,387,68
678,11/01/2023,68.13,32.54,76.43,7.67,68,988,4
679,11/01/2023,37.19,32.34,90.87,2.95,78,909,76
680,04/01/2023,6.2,87.95,24.22,66.65,86,162,66
681,09/01/2023,63.01,1.24,5.82,1.17,86,392,30
682,22/12/2022,70.38,37.42,53.82,17.28,2,95,54
683,01/12/2022,33.73,41.79,87.35,5.29,92,436,1
684,12/01/2023,43.59,11.82,83.24,1.98,27,140,16
685,22/11/2022,42.73,40.77,98.03,0.8,56,83,46
686,08/12/2022,5.51,73.04,13.53,63.16,48,402,59
687,14/01/2023,33.71,41.42,88.09,4.93,78,504,31
688,11/01/2023,1.86,55.63,85.22,8.22,36,434,90
689,26/11/2022,42.31,58.85,69.78,17.78,16,930,90
690,18/12/2022,68.5,79.35,31.94,54.01,6,136,43
691,11/12/2022,73.52,41.23,68.81,12.86,2,85,27
692,04/11/2022,47.08,43.32,24.95,32.51,84,965,81
693,13/11/2022,39.13,72.52,98.88,0.81,12,534,95
694,07/12/2022,82.9,10.89,31.29,7.48,60,386,18
695,28/11/2022,93.2,33.57,29.28,23.74,7,435,13
696,10/12/2022,78.35,41.17,58.38,17.13,17,77,10
697,27/10/2022,59.01,59.98,89.99,6.0,27,56,18
698,16/12/2022,40.15,9.48,58.82,3.9,94,261,36
699,10/01/2023,12.1,96.17,26.11,71.06,95,101,59
700,30/10/2022,70.22,92.79,86.99,12.07,62,556,96
701,09/01/2023,76.13,93.95,75.48,23.04,103,934,16
702,11/12/2022,97.91,78.92,68.75,24.66,4,83,12
703,08/01/2023,34.33,77.98,14.05,67.02,29,771,23
704,24/10/2022,31.25,82.87,86.67,11.05,52,951,46
705,05/12/2022,44.35,31.71,41.01,18.71,67,851,52
706,06/11/2022,12.92,25.45,21.31,20.03,19,218,16
707,05/11/2022,90.55,17.99,72.57,4.93,36,650,55
708,16/11/2022,53.37,38.12,57.49,16.2,25,589,12
709,09/01/2023,50.34,86.29,20.34,68.74,11,26,70
710,19/12/2022,17.13,31.91,42.23,18.43,84,665,6
711,13/01/2023,2.42,35.38,48.36,18.27,72,536,71
712,25/12/2022,46.39,31.6,61.35,12.21,100,1,35
713,16/11/2022,44.56,17.26,75.61,4.21,60,608,31
714,02/12/2022,12.58,1.23,47.34,0.65,78,771,5
715,24/11/2022,45.04,36.72,45.07,20.17,35,349,94
716,07/12/2022,97.51,32.44,8.24,29.77,17,744,102
717,14/11/2022,43.57,38.3,96.99,1.15,100,361,76
718,26/11/2022,72.67,88.25,87.84,10.73,62,141,83
719,07/01/2023,67.86,51.38,82.38,9.05,20,350,87
720,04/12/2022,34.44,17.62,17.4,14.55,95,114,68
721,16/11/2022,18.69,40.92,1.85,40.16,64,427,69
722,12/01/2023,16.88,29.89,82.23,5.31,28,704,23
723,21/11/2022,84.81,70.96,62.05,26.93,9,903,101
724,03/11/2022,2.17,30.25,2.8,29.4,43,794,37
725,10/01/2023,21.21,0.03,27.64,0.02,7,211,76
726,24/10/2022,61.33,9.79,53.84,4.52,89,838,80
727,23/12/2022,49.26,70.22,97.75,1.58,76,102,96
728,16/11/2022,96.62,63.29,89.51,6.64,90,810,65
729,29/12/2022,64.84,52.46,80.22,10.38,90,16,1
730,03/12/2022,74.25,25.68,4.3,24.58,29,516,3
731,01/12/2022,42.84,18.58,61.74,7.11,39,145,14
732,23/11/2022,77.38,34.14,73.9,8.91,75,943,12
733,28/11/2022,48.57,89.76,57.98,37.72,63,575,73
734,25/10/2022,79.25,51.21,52.05,24.56,62,21,31
735,04/01/2023,3.85,66.13,97.27,1.81,90,774,88
736,27/10/2022,51.46,42.23,83.89,6.8,43,153,39
737,30/10/2022,69.16,56.58,58.09,23.71,35,243,7
738,08/11/2022,26.81,39.13,29.28,27.67,46,833,79
739,21/11/2022,95.44,66.54,32.84,44.69,94,994,92
740,20/11/2022,26.35,22.79,60.45,9.01,20,761,11
741,19/12/2022,24.44,80.83,71.94,22.68,82,322,46
742,15/01/2023,77.96,50.44,82.14,9.01,2,314,8
743,10/01/2023,33.04,14.44,41.46,8.45,60,258,103
744,27/12/2022,41.61,44.25,36.45,28.12,93,946,75
745,25/12/2022,50.72,17.61,62.48,6.61,82,590,36
746,13/12/2022,18.9,11.77,55.18,5.28,47,334,3
747,08/12/2022,75.62,98.09,65.86,33.49,41,352,94
748,17/12/2022,32.04,45.22,75.05,11.28,97,780,73
749,02/01/2023,70.29,74.14,45.8,40.18,36,492,75
750,22/11/2022,56.37,46.57,80.84,8.92,41,996,82
751,22/11/2022,5.22,91.43,76.57,21.42,50,458,23
752,29/10/2022,25.3,49.88,63.47,18.22,76,990,10
753,15/12/2022,35.51,54.14,35.63,34.85,33,610,92
754,01/11/2022,11.27,47.82,18.45,39.0,73,182,48
755,16/11/2022,66.63,34.35,69.12,10.61,101,135,72
756,08/01/2023,82.77,35.28,47.23,18.62,40,229,75
757,24/10/2022,78.7,81.73,92.25,6.33,52,888,11
758,27/11/2022,86.0,70.11,26.73,51.37,5,314,55
759,05/11/2022,10.11,1.7,80.81,0.33,31,839,2
760,01/01/2023,71.68,79.26,92.49,5.95,60,125,17
761,08/01/2023,26.31,22.41,46.14,12.07,40,896,70
762,04/11/2022,21.43,76.58,7.25,71.03,80,845,85
763,12/01/2023,98.38,36.64,20.99,28.95,102,384,31
764,05/01/2023,77.81,38.68,78.46,8.33,15,180,46
765,13/12/2022,85.41,65.2,13.14,56.63,76,103,85
766,26/11/2022,74.42,96.24,82.52,16.82,10,78,50
767,24/10/2022,20.11,34.56,1.11,34.18,93,938,44
768,16/11/2022,40.22,13.86,8.01,12.75,57,527,24
769,02/11/2022,5.97,69.79,30.9,48.22,54,905,22
770,18/12/2022,86.19,91.45,46.71,48.73,88,447,78
771,13/01/2023,74.54,31.33,4.63,29.88,88,368,31
772,10/12/2022,21.66,55.22,55.34,24.66,101,307,43
773,25/10/2022,20.11,72.86,67.08,23.99,91,497,21
774,24/11/2022,56.12,49.58,88.27,5.82,14,515,23
775,25/12/2022,12.77,35.73,19.68,28.7,37,499,69
776,01/11/2022,25.73,56.44,64.22,20.19,85,779,72
777,28/10/2022,81.24,25.9,91.53,2.19,74,651,87
778,18/11/2022,9.22,58.8,69.15,18.14,50,741,53
779,29/10/2022,23.58,51.39,89.75,5.27,86,178,89
780,05/01/2023,33.29,39.93,17.2,33.06,37,810,73
781,06/12/2022,40.3,55.42,56.9,23.89,40,197,86
782,18/12/2022,67.11,10.59,43.37,6.0,67,191,103
783,15/12/2022,89.92,35.02,49.86,17.56,2,544,28
784,15/01/2023,29.31,22.46,84.69,3.44,102,476,86
785,30/11/2022,41.65,9.92,2.91,9.63,68,944,75
786,05/01/2023,64.13,99.23,20.62,78.77,76,539,5
787,11/11/2022,91.48,94.38,65.17,32.87,17,229,90
788,27/10/2022,58.3,82.37,64.88,28.93,24,857,27
789,13/11/2022,25.56,83.2,59.99,33.29,46,221,40
790,12/01/2023,8.06,99.98,27.87,72.12,44,825,67
791,08/11/2022,1.65,40.72,77.57,9.13,63,8,101
792,27/11/2022,59.22,64.74,29.45,45.67,72,925,60
793,04/11/2022,99.71,29.46,25.79,21.86,85,628,5
794,09/11/2022,78.62,81.42,59.82,32.71,6,727,4
795,21/11/2022,78.26,84.16,33.22,56.2,5,485,99
796,07/11/2022,79.7,90.71,35.75,58.28,19,467,12
797,19/11/2022,91.89,1.23,65.44,0.43,69,490,65
798,28/10/2022,84.38,16.35,57.61,6.93,42,125,36
799,09/11/2022,96.38,20.96,8.0,19.28,33,596,86
800,09/12/2022,38.34,34.16,40.76,20.24,35,147,30
801,07/11/2022,29.6,92.55,0.71,91.89,26,35,35
802,19/11/2022,88.24,61.73,36.15,39.41,91,746,8
803,19/12/2022,42.48,49.11,38.77,30.07,85,763,38
804,25/11/2022,59.61,15.39,1.07,15.23,53,36,51
805,27/11/2022,65.38,2.21,93.72,0.14,93,321,84
806,19/11/2022,53.4,87.39,28.9,62.13,1,57,53
807,22/11/2022,15.57,84.08,62.55,31.49,4,20,59
808,27/10/2022,63.09,18.21,26.59,13.37,20,942,31
809,15/12/2022,68.69,78.0,13.62,67.38,91,852,96
810,02/12/2022,20.54,75.41,23.46,57.72,22,116,50
811,01/11/2022,41.89,16.22,36.78,10.25,80,405,55
812,12/11/2022,45.48,95.01,29.4,67.08,31,961,71
813,09/11/2022,16.2,18.61,94.87,0.95,47,305,26
814,23/11/2022,9.65,68.7,51.99,32.98,30,543,45
815,10/01/2023,48.52,6.53,39.33,3.96,43,152,68
816,13/01/2023,3.29,92.37,49.88,46.3,93,670,74
817,19/12/2022,51.59,60.26,74.55,15.34,18,630,65
818,09/12/2022,81.83,86.94,64.13,31.19,3,182,48
819,13/01/2023,66.43,79.58,24.35,60.2,8,508,5
820,03/11/2022,32.79,54.4,70.15,16.24,49,285,37
821,06/12/2022,98.42,15.88,78.48,3.42,96,264,88
822,08/01/2023,52.43,59.89,43.07,34.1,103,664,80
823,08/12/2022,31.05,22.86,20.32,18.21,61,176,82
824,27/11/2022,22.34,6.66,37.53,4.16,95,60,65
825,29/10/2022,39.59,85.1,63.86,30.76,54,262,16
826,06/12/2022,57.7,35.41,53.48,16.47,98,350,40
827,01/11/2022,37.8,39.17,15.9,32.94,55,750,103
828,29/10/2022,81.69,12.16,29.14,8.62,99,609,76
829,26/10/2022,28.41,32.52,5.68,30.67,74,340,77
830,12/12/2022,99.18,48.18,71.06,13.94,3,10,67
831,11/11/2022,36.06,9.05,93.89,0.55,85,457,92
832,17/12/2022,25.83,57.07,32.07,38.77,19,514,54
833,23/11/2022,41.47,60.69,4.44,58.0,95,476,84
834,21/11/2022,8.71,47.54,90.95,4.3,74,884,18
835,23/12/2022,36.52,19.43,4.54,18.55,55,128,49
836,13/11/2022,24.56,8.79,13.78,7.58,40,459,15
837,13/11/2022,98.78,75.76,74.93,18.99,93,457,99
838,27/10/2022,96.97,75.61,18.83,61.37,6,130,24
839,25/12/2022,1.36,39.06,49.91,19.57,70,900,49
840,19/11/2022,32.99,31.94,14.45,27.32,12,809,32
841,11/01/2023,92.21,86.33,12.59,75.46,21,220,19
842,04/01/2023,20.23,13.29,49.78,6.67,45,739,91
843,21/11/2022,46.81,66.87,5.03,63.51,101,275,19
844,11/01/2023,43.09,3.13,27.77,2.26,86,77,50
845,09/01/2023,79.36,67.39,39.85,40.54,103,675,63
846,09/12/2022,6.61,3.77,26.75,2.76,19,468,63
847,02/01/2023,15.99,67.75,29.42,47.82,51,768,97
848,30/11/2022,60.54,45.39,49.06,23.12,3,309,10
849,31/10/2022,70.47,45.02,38.41,27.73,26,520,72
850,18/11/2022,70.49,69.34,39.38,42.03,6,20,46
851,02/11/2022,42.94,30.25,40.87,17.89,96,140,31
852,16/01/2023,5.99,84.94,92.17,6.65,61,545,14
853,05/11/2022,85.37,11.26,54.0,5.18,97,12,76
854,12/11/2022,68.43,33.99,23.47,26.01,55,398,54
855,19/11/2022,78.26,27.64,7.32,25.62,38,738,65
856,08/01/2023,93.06,46.53,93.27,3.13,62,641,16
857,09/12/2022,39.86,93.72,40.34,55.91,65,214,85
858,29/11/2022,23.46,75.57,58.6,31.29,68,154,7
859,02/12/2022,5.39,78.97,59.96,31.62,66,119,71
860,11/11/2022,69.39,90.89,54.62,41.25,40,443,101
861,08/11/2022,85.53,48.07,97.77,1.07,62,296,20
862,18/11/2022,12.1,27.22,78.71,5.8,52,264,19
863,13/11/2022,94.96,31.59,72.97,8.54,84,415,92
864,09/01/2023,33.06,6.7,12.74,5.85,25,11,1
865,11/11/2022,95.69,72.43,51.0,35.49,22,121,41
866,09/12/2022,22.02,95.21,71.78,26.87,4,936,85
867,27/11/2022,63.22,21.57,32.05,14.66,102,116,73
868,10/12/2022,42.77,31.32,93.17,2.14,101,547,39
869,05/11/2022,31.99,87.17,35.23,56.46,41,525,87
870,13/11/2022,48.3,31.13,39.63,18.79,73,625,88
871,30/10/2022,13.4,55.23,90.49,5.25,50,523,65
872,14/01/2023,82.78,10.72,31.9,7.3,80,105,59
873,04/01/2023,41.9,92.48,64.83,32.53,13,969,41
874,28/10/2022,45.77,62.75,76.26,14.9,6,21,64
875,06/11/2022,83.6,13.78,75.36,3.4,15,807,14
876,02/12/2022,63.19,61.68,84.05,9.84,87,584,10
877,05/11/2022,23.46,34.24,12.02,30.12,57,716,8
878,30/10/2022,98.58,74.73,93.71,4.7,2,471,67
879,09/11/2022,82.01,67.63,85.04,10.12,66,121,62
880,05/11/2022,20.14,71.48,56.93,30.79,99,513,87
881,13/01/2023,38.66,43.79,83.22,7.35,99,774,44
882,02/01/2023,56.88,45.03,0.43,44.84,88,601,33
883,06/01/2023,66.72,38.96,8.37,35.7,79,150,24
884,18/12/2022,39.5,48.14,26.94,35.17,15,493,23
885,24/11/2022,4.52,9.65,90.96,0.87,30,487,15
886,07/01/2023,72.33,2.64,32.75,1.78,31,860,32
887,10/01/2023,85.23,93.78,21.78,73.35,49,351,52
888,03/12/2022,63.01,52.01,17.43,42.94,43,553,92
889,13/12/2022,73.11,50.16,17.4,41.43,53,463,24
890,29/12/2022,63.08,55.66,25.66,41.38,67,716,11
891,25/11/2022,80.27,44.07,42.62,25.29,34,312,87
892,03/01/2023,49.3,82.38,45.41,44.97,37,882,68
893,20/12/2022,61.11,68.2,49.13,34.69,60,351,96
894,25/11/2022,68.17,95.11,71.73,26.89,103,641,11
895,01/01/2023,77.99,2.43,56.03,1.07,7,757,71
896,22/12/2022,6.06,30.38,56.49,13.22,13,383,61
897,21/11/2022,80.11,11.91,92.84,0.85,47,816,55
898,12/01/2023,73.61,24.6,79.7,4.99,68,202,5
899,07/12/2022,68.56,49.91,79.1,10.43,72,531,24
900,29/12/2022,94.57,75.02,12.18,65.88,69,490,72
901,05/01/2023,10.26,3.97,50.87,1.95,97,561,1
902,23/11/2022,67.5,5.49,47.52,2.88,32,457,101
